"nacionality","sex","sport","edad","medallas"
"FRA","male","aquatics",23,"NO"
"FRA","male","fencing",25,"SI"
"CHI","male","athletics",31,"NO"
"AUS","male","judo",24,"NO"
"NED","male","gymnastics",30,"NO"
"EST","female","wrestling",24,"NO"
"TUR","male","athletics",28,"NO"
"TUR","male","shooting",23,"NO"
"JPN","female","tennis",22,"NO"
"JPN","female","wrestling",23,"SI"
"JPN","female","cycling",25,"NO"
"PUR","male","athletics",30,"NO"
"PHI","male","athletics",28,"NO"
"FRA","male","shooting",29,"NO"
"CAN","male","athletics",36,"NO"
"GER","male","rowing",28,"SI"
"CAN","male","equestrian",48,"SI"
"NZL","male","rowing",34,"SI"
"GER","male","football",21,"SI"
"CAN","male","rowing",27,"NO"
"CAN","female","wrestling",27,"SI"
"BRA","female","athletics",31,"NO"
"MEX","male","football",19,"NO"
"GUA","male","athletics",25,"NO"
"MEX","male","football",21,"NO"
"NCA","male","athletics",26,"NO"
"MEX","male","football",23,"NO"
"GER","male","sailing",27,"SI"
"USA","male","athletics",25,"NO"
"SWE","male","aquatics",22,"NO"
"GER","male","boxing",29,"NO"
"USA","male","volleyball",27,"SI"
"NOR","male","athletics",36,"NO"
"SVK","male","shooting",40,"NO"
"SVK","male","canoe",35,"SI"
"BRA","female","football",28,"NO"
"COL","female","athletics",38,"NO"
"JPN","female","volleyball",32,"NO"
"ITA","female","gymnastics",20,"NO"
"ITA","female","aquatics",30,"NO"
"SWE","female","athletics",28,"NO"
"EST","female","fencing",24,"NO"
"BRA","female","judo",29,"NO"
"CHI","female","athletics",40,"NO"
"CAN","female","aquatics",21,"NO"
"BRA","female","basketball",34,"NO"
"ESP","female","aquatics",32,"NO"
"AUS","female","triathlon",31,"NO"
"NZL","female","football",24,"NO"
"AUS","female","basketball",31,"NO"
"CAN","female","sailing",28,"NO"
"CAN","female","athletics",22,"NO"
"ZIM","female","football",26,"NO"
"CUB","male","boxing",26,"SI"
"KGZ","male","boxing",25,"NO"
"BRA","male","canoe",25,"SI"
"URU","male","athletics",33,"NO"
"MEX","male","archery",23,"NO"
"CUB","male","athletics",24,"NO"
"BRA","male","hockey",31,"NO"
"TUR","male","athletics",31,"NO"
"FRA","male","fencing",34,"SI"
"VEN","male","wrestling",35,"NO"
"VEN","male","aquatics",33,"NO"
"NGR","female","athletics",20,"NO"
"ITA","male","athletics",22,"NO"
"EGY","male","handball",28,"NO"
"TUR","female","athletics",24,"NO"
"NED","female","aquatics",20,"NO"
"NOR","male","golf",29,"NO"
"TUR","female","basketball",25,"NO"
"EGY","female","weightlifting",18,"NO"
"TUR","male","athletics",34,"NO"
"NED","female","handball",24,"NO"
"ECU","male","aquatics",26,"NO"
"CHI","male","volleyball",25,"NO"
"COL","female","aquatics",22,"NO"
"ECU","female","judo",28,"NO"
"COL","female","rugby sevens",25,"NO"
"ESP","female","athletics",27,"NO"
"ESP","female","athletics",35,"NO"
"MAD","female","aquatics",22,"NO"
"FRA","female","boxing",24,"SI"
"FRA","female","handball",25,"SI"
"AND","female","shooting",36,"NO"
"ESP","female","athletics",26,"NO"
"AUS","female","aquatics",25,"NO"
"GEO","female","judo",29,"NO"
"ARG","female","aquatics",27,"NO"
"ETH","female","athletics",25,"NO"
"NZL","male","cycling",25,"SI"
"BRA","female","aquatics",25,"NO"
"FRA","male","canoe",28,"NO"
"TUV","male","athletics",25,"NO"
"IRL","male","hockey",30,"NO"
"CAN","male","table tennis",31,"NO"
"CAN","female","tennis",22,"NO"
"FRA","female","football",27,"NO"
"SMR","male","athletics",24,"NO"
"KOR","female","handball",26,"NO"
"KOR","female","gymnastics",17,"NO"
"KOR","female","hockey",24,"NO"
"KOR","female","handball",26,"NO"
"KOR","female","shooting",29,"NO"
"ZIM","female","football",23,"NO"
"BRN","female","athletics",32,"SI"
"KEN","female","athletics",28,"NO"
"KOR","female","fencing",30,"NO"
"MEX","female","weightlifting",22,"NO"
"ESP","female","taekwondo",25,"SI"
"HUN","female","judo",30,"NO"
"NED","female","athletics",20,"NO"
"ITA","female","cycling",31,"NO"
"USA","female","badminton",30,"NO"
"SVK","female","table tennis",37,"NO"
"HUN","female","aquatics",31,"NO"
"GER","female","shooting",32,"NO"
"CZE","female","athletics",30,"NO"
"NED","female","hockey",27,"SI"
"ALB","female","weightlifting",25,"NO"
"LTU","male","boxing",24,"NO"
"CAN","male","athletics",26,"NO"
"USA","male","athletics",27,"SI"
"CAN","male","aquatics",23,"NO"
"BRA","male","volleyball",26,"NO"
"BRA","male","volleyball",35,"SI"
"GRE","female","aquatics",21,"NO"
"GRE","female","aquatics",22,"NO"
"GRE","female","archery",42,"NO"
"GRE","male","aquatics",31,"NO"
"AUS","female","rugby sevens",21,"SI"
"AZE","male","athletics",28,"NO"
"NZL","female","rowing",24,"NO"
"SAM","female","aquatics",18,"NO"
"COL","female","athletics",23,"NO"
"CUB","female","athletics",21,"NO"
"COL","female","athletics",19,"NO"
"USA","female","cycling",33,"NO"
"HUN","female","aquatics",27,"NO"
"SUI","female","judo",25,"NO"
"MEX","male","athletics",24,"NO"
"RUS","female","volleyball",27,"NO"
"RUS","male","aquatics",33,"NO"
"RUS","male","aquatics",26,"NO"
"RUS","male","canoe",25,"NO"
"RUS","female","aquatics",28,"SI"
"RUS","female","aquatics",29,"SI"
"RUS","female","equestrian",31,"NO"
"RUS","male","tennis",26,"NO"
"RUS","male","cycling",28,"NO"
"RUS","male","aquatics",23,"NO"
"RUS","male","aquatics",20,"SI"
"RUS","male","boxing",25,"SI"
"MDA","male","wrestling",26,"NO"
"BEL","female","sailing",31,"NO"
"SUR","female","aquatics",21,"NO"
"POL","female","athletics",19,"NO"
"POL","female","athletics",29,"NO"
"POL","female","canoe",30,"NO"
"ISR","male","sailing",30,"NO"
"ISL","female","aquatics",21,"NO"
"NED","female","gymnastics",18,"NO"
"KEN","male","athletics",34,"NO"
"ARG","male","volleyball",24,"NO"
"ARG","male","football",21,"NO"
"NOR","female","athletics",28,"NO"
"CHN","male","triathlon",30,"NO"
"SUI","male","cycling",35,"SI"
"POL","male","volleyball",26,"NO"
"NED","male","athletics",33,"NO"
"ARG","male","golf",38,"NO"
"GER","male","gymnastics",29,"SI"
"GER","male","athletics",22,"NO"
"COL","male","cycling",25,"NO"
"SUI","male","fencing",31,"NO"
"GER","male","handball",22,"SI"
"BRA","female","football",27,"NO"
"BRA","female","volleyball",31,"NO"
"BRA","female","handball",35,"NO"
"BRA","female","athletics",30,"NO"
"BRA","female","athletics",35,"NO"
"TAN","male","athletics",31,"NO"
"FRA","male","aquatics",32,"SI"
"SUI","female","golf",30,"NO"
"GER","female","athletics",27,"NO"
"SUI","female","athletics",26,"NO"
"MRI","female","triathlon",28,"NO"
"ITA","male","cycling",26,"NO"
"ITA","male","judo",22,"SI"
"BRA","male","handball",27,"NO"
"ITA","male","tennis",29,"NO"
"ITA","male","rowing",28,"NO"
"SUI","male","canoe",27,"NO"
"TOG","male","athletics",24,"NO"
"AUS","male","athletics",33,"NO"
"BUR","male","athletics",23,"NO"
"ITA","male","athletics",40,"NO"
"PAR","male","golf",33,"NO"
"ARG","male","hockey",31,"SI"
"ARG","male","basketball",25,"NO"
"ARG","male","volleyball",27,"NO"
"ARG","male","sailing",22,"NO"
"MAR","female","athletics",22,"NO"
"IRQ","male","football",22,"NO"
"ALG","male","boxing",24,"NO"
"TUN","male","judo",28,"NO"
"KEN","female","athletics",22,"SI"
"QAT","male","equestrian",30,"NO"
"CHN","female","volleyball",22,"NO"
"CHN","female","shooting",33,"NO"
"CHN","female","volleyball",22,"SI"
"FRA","female","aquatics",22,"NO"
"FRA","female","rugby sevens",30,"NO"
"BEL","female","aquatics",24,"NO"
"FRA","female","aquatics",22,"NO"
"ALG","female","gymnastics",17,"NO"
"CAN","female","athletics",26,"NO"
"TUN","male","fencing",19,"NO"
"QAT","male","weightlifting",18,"NO"
"IRI","male","volleyball",27,"NO"
"BRN","male","aquatics",20,"NO"
"ALG","male","football",22,"NO"
"AZE","female","taekwondo",21,"NO"
"EGY","female","aquatics",21,"NO"
"KAZ","male","weightlifting",25,"SI"
"IRI","male","taekwondo",20,"NO"
"MAS","female","cycling",27,"NO"
"BRN","female","aquatics",17,"NO"
"AZE","female","aquatics",14,"NO"
"ESP","female","aquatics",19,"NO"
"ESP","female","shooting",29,"NO"
"EGY","female","athletics",19,"NO"
"SEN","female","basketball",33,"NO"
"MLI","female","aquatics",29,"NO"
"IOA","female","aquatics",22,"NO"
"GAM","male","judo",23,"NO"
"UZB","male","boxing",25,"SI"
"ITA","female","aquatics",28,"NO"
"ITA","female","aquatics",28,"SI"
"ITA","male","aquatics",30,"NO"
"ARG","male","athletics",23,"NO"
"ARG","male","tennis",26,"NO"
"ARG","male","handball",27,"NO"
"ARG","male","shooting",28,"NO"
"ARG","male","aquatics",26,"NO"
"ARG","male","handball",30,"NO"
"ITA","male","aquatics",29,"NO"
"ITA","male","aquatics",25,"NO"
"ARG","male","handball",28,"NO"
"RUS","male","shooting",32,"NO"
"JAM","male","athletics",22,"NO"
"IOA","male","shooting",50,"SI"
"CHN","male","wrestling",24,"NO"
"CHN","female","rowing",27,"SI"
"CHN","male","aquatics",23,"NO"
"TTO","female","rowing",39,"NO"
"USA","female","rowing",27,"NO"
"BRA","male","equestrian",26,"NO"
"COL","male","football",23,"NO"
"CHI","male","golf",42,"NO"
"BRA","male","shooting",24,"SI"
"BRA","male","football",23,"SI"
"BRA","male","canoe",22,"NO"
"CHI","male","rowing",25,"NO"
"BRA","male","football",19,"NO"
"BRA","male","rugby sevens",30,"NO"
"BRA","male","aquatics",29,"NO"
"BRA","male","judo",27,"NO"
"BRA","male","modern pentathlon",23,"NO"
"BRA","male","aquatics",30,"NO"
"ESP","male","basketball",36,"SI"
"BRA","male","rugby sevens",22,"NO"
"CHI","male","aquatics",21,"NO"
"BRA","male","aquatics",32,"NO"
"USA","female","athletics",27,"NO"
"ZIM","female","football",30,"NO"
"AUT","male","aquatics",20,"NO"
"BEL","male","hockey",26,"SI"
"GER","male","rowing",27,"SI"
"SUI","male","equestrian",26,"NO"
"GER","male","rowing",26,"NO"
"QAT","male","athletics",25,"NO"
"NED","female","aquatics",29,"NO"
"NED","female","athletics",22,"NO"
"NED","female","volleyball",25,"NO"
"SWE","female","table tennis",40,"NO"
"SIN","male","table tennis",22,"NO"
"CHN","female","wrestling",23,"NO"
"CHN","male","boxing",21,"NO"
"CHN","female","wrestling",27,"SI"
"CHN","female","football",27,"NO"
"GER","male","sailing",28,"NO"
"AUS","male","canoe",37,"NO"
"UKR","male","equestrian",33,"NO"
"AUS","male","hockey",31,"NO"
"KEN","male","athletics",27,"NO"
"TUR","male","gymnastics",23,"NO"
"BRA","female","sailing",29,"NO"
"BRA","female","rowing",31,"NO"
"BRA","female","handball",27,"NO"
"BRA","female","athletics",28,"NO"
"BRA","female","sailing",36,"NO"
"BRA","female","volleyball",30,"NO"
"ARG","female","shooting",17,"NO"
"POR","male","football",19,"NO"
"ESP","male","triathlon",25,"NO"
"ARG","male","shooting",36,"NO"
"ESP","male","athletics",24,"NO"
"ARG","male","boxing",25,"NO"
"CUB","male","canoe",18,"NO"
"ESP","male","sailing",44,"NO"
"ARG","male","handball",35,"NO"
"COL","male","cycling",22,"NO"
"ARG","male","rugby sevens",26,"NO"
"POR","male","canoe",27,"NO"
"BRA","male","football",38,"NO"
"ECU","male","weightlifting",28,"NO"
"BRA","male","weightlifting",26,"NO"
"BRA","male","fencing",32,"NO"
"NED","male","aquatics",24,"SI"
"ETH","male","athletics",26,"SI"
"CUB","male","canoe",24,"NO"
"DEN","female","rowing",31,"NO"
"CZE","male","canoe",28,"NO"
"SRB","male","aquatics",29,"SI"
"CRO","male","taekwondo",27,"NO"
"CRO","male","boxing",24,"SI"
"NOR","male","athletics",23,"NO"
"MNE","male","aquatics",27,"NO"
"CRO","male","basketball",27,"NO"
"CRO","male","athletics",22,"NO"
"CZE","male","shooting",17,"NO"
"CZE","male","canoe",33,"NO"
"CRO","male","gymnastics",30,"NO"
"POL","male","aquatics",25,"NO"
"POL","male","aquatics",22,"NO"
"POR","female","gymnastics",20,"NO"
"FIJ","male","football",22,"NO"
"SWE","female","handball",26,"NO"
"ITA","male","cycling",20,"NO"
"ITA","male","volleyball",25,"SI"
"ITA","male","aquatics",34,"NO"
"GER","male","handball",24,"SI"
"IRL","male","sailing",20,"NO"
"AUS","female","rowing",26,"NO"
"GBR","female","equestrian",40,"SI"
"IRL","female","aquatics",25,"NO"
"GBR","female","canoe",34,"NO"
"IRL","female","athletics",32,"NO"
"PER","female","weightlifting",18,"NO"
"JAM","male","athletics",23,"SI"
"BRA","female","cycling",35,"NO"
"BRA","female","gymnastics",17,"NO"
"ITA","female","sailing",31,"NO"
"BRA","female","athletics",23,"NO"
"GHA","female","athletics",28,"NO"
"COL","female","athletics",25,"NO"
"BER","female","triathlon",29,"NO"
"HUN","female","aquatics",18,"NO"
"CAY","female","sailing",18,"NO"
"ARG","female","hockey",23,"NO"
"ARG","female","volleyball",27,"NO"
"BEL","male","athletics",27,"NO"
"FRA","male","aquatics",26,"SI"
"FRA","male","basketball",35,"NO"
"BEL","male","hockey",25,"SI"
"FRA","female","athletics",26,"NO"
"FRA","male","athletics",27,"NO"
"GER","male","archery",28,"NO"
"GER","male","hockey",25,"SI"
"GER","male","athletics",27,"NO"
"AUT","male","sailing",36,"NO"
"PLW","male","wrestling",30,"NO"
"GER","male","aquatics",22,"NO"
"GER","male","aquatics",19,"NO"
"FRA","female","athletics",20,"NO"
"ROU","male","tennis",31,"SI"
"ROU","female","handball",31,"NO"
"ROU","female","athletics",26,"NO"
"ROU","female","weightlifting",19,"NO"
"USA","male","rugby sevens",31,"NO"
"USA","female","volleyball",29,"SI"
"BRA","female","football",38,"NO"
"MAR","male","athletics",28,"NO"
"TLS","female","cycling",31,"NO"
"USA","female","athletics",28,"SI"
"GBR","female","rowing",36,"SI"
"ITA","female","sailing",28,"NO"
"ITA","female","aquatics",30,"SI"
"ITA","female","aquatics",24,"NO"
"GBR","female","aquatics",26,"NO"
"ITA","female","cycling",21,"NO"
"ITA","female","aquatics",23,"SI"
"ITA","male","rowing",28,"NO"
"ITA","male","cycling",22,"NO"
"ITA","male","sailing",23,"NO"
"ITA","male","aquatics",23,"SI"
"NZL","female","rowing",24,"NO"
"BRA","female","athletics",28,"NO"
"BRA","female","handball",24,"NO"
"BRA","female","gymnastics",21,"NO"
"BDI","female","athletics",23,"SI"
"CHI","female","shooting",26,"NO"
"POR","female","canoe",22,"NO"
"ESP","male","athletics",32,"NO"
"BRA","male","gymnastics",27,"NO"
"PER","male","shooting",52,"NO"
"ESP","male","hockey",33,"NO"
"CHI","male","sailing",20,"NO"
"ESP","male","aquatics",30,"NO"
"ESP","male","judo",22,"NO"
"ESP","male","rugby sevens",28,"NO"
"VEN","male","fencing",29,"NO"
"CGO","male","athletics",26,"NO"
"FRA","male","volleyball",27,"NO"
"FRA","male","rowing",32,"SI"
"CAF","male","athletics",19,"NO"
"EGY","male","shooting",35,"NO"
"ARG","male","rugby sevens",26,"NO"
"BEL","male","aquatics",27,"NO"
"RSA","male","rugby sevens",28,"SI"
"FRA","male","cycling",32,"SI"
"USA","male","wrestling",28,"NO"
"ITA","male","wrestling",24,"SI"
"NED","male","gymnastics",20,"NO"
"LUX","male","cycling",36,"NO"
"GER","male","wrestling",27,"NO"
"USA","male","shooting",28,"NO"
"NED","male","judo",20,"NO"
"PUR","male","wrestling",30,"NO"
"HAI","male","aquatics",25,"NO"
"GER","male","canoe",27,"NO"
"GER","female","hockey",27,"SI"
"GER","female","aquatics",27,"NO"
"GER","female","canoe",27,"SI"
"GBR","male","aquatics",21,"NO"
"ECU","male","judo",22,"NO"
"VEN","male","athletics",29,"NO"
"CAN","male","volleyball",34,"NO"
"FRA","male","aquatics",35,"NO"
"POR","male","football",23,"NO"
"DEN","male","football",21,"NO"
"DEN","male","cycling",18,"SI"
"SWE","male","sailing",26,"NO"
"SWE","male","handball",33,"NO"
"SWE","female","equestrian",26,"NO"
"SWE","female","handball",29,"NO"
"SWE","female","football",23,"NO"
"GER","female","athletics",24,"NO"
"POR","female","table tennis",38,"NO"
"TUR","male","athletics",22,"NO"
"CHN","male","shooting",23,"NO"
"EGY","male","weightlifting",31,"NO"
"HUN","male","aquatics",26,"NO"
"HUN","male","fencing",39,"SI"
"HUN","male","triathlon",28,"NO"
"HUN","male","athletics",33,"NO"
"HUN","male","aquatics",34,"NO"
"BRA","male","football",20,"SI"
"BRA","male","sailing",24,"NO"
"ARG","male","basketball",21,"NO"
"CAN","male","hockey",23,"NO"
"BRA","male","football",19,"SI"
"VEN","male","boxing",30,"NO"
"ZIM","male","athletics",28,"NO"
"BRA","male","aquatics",20,"NO"
"ROU","male","weightlifting",28,"SI"
"ARG","female","hockey",30,"NO"
"MEX","female","archery",22,"NO"
"BRA","female","volleyball",22,"NO"
"CAN","female","tennis",24,"NO"
"BRA","female","aquatics",25,"NO"
"PAR","female","rowing",26,"NO"
"ROU","female","handball",22,"NO"
"BUL","female","athletics",24,"NO"
"CAN","female","athletics",21,"NO"
"BUL","female","badminton",22,"NO"
"ITA","male","aquatics",22,"SI"
"ITA","male","shooting",21,"SI"
"LIB","female","aquatics",17,"NO"
"HUN","female","canoe",30,"SI"
"HUN","female","aquatics",28,"NO"
"ROU","female","handball",32,"NO"
"GBR","female","badminton",26,"NO"
"CAN","female","football",18,"NO"
"USA","female","gymnastics",21,"SI"
"BRA","female","gymnastics",19,"NO"
"AUS","female","hockey",22,"NO"
"BRA","female","aquatics",18,"NO"
"NAM","female","shooting",35,"NO"
"MEX","female","golf",23,"NO"
"FRA","male","tennis",30,"NO"
"SUI","male","cycling",24,"NO"
"BEL","female","gymnastics",25,"NO"
"FRA","female","basketball",33,"NO"
"FRA","female","weightlifting",28,"NO"
"IND","male","shooting",33,"NO"
"JPN","male","football",22,"NO"
"ISR","male","aquatics",29,"NO"
"GBR","male","boxing",24,"NO"
"USA","male","athletics",30,"SI"
"ESP","female","table tennis",28,"NO"
"KAZ","female","tennis",32,"NO"
"KAZ","male","wrestling",28,"NO"
"UKR","female","athletics",27,"NO"
"MGL","male","boxing",23,"NO"
"IND","male","athletics",27,"NO"
"UKR","female","aquatics",20,"NO"
"UKR","female","gymnastics",23,"SI"
"UKR","female","cycling",24,"NO"
"MGL","male","archery",44,"NO"
"MGL","male","athletics",27,"NO"
"BOT","male","athletics",25,"NO"
"ESP","female","tennis",23,"NO"
"ARM","male","wrestling",27,"NO"
"USA","male","rugby sevens",25,"NO"
"IRL","male","rowing",24,"SI"
"USA","male","boxing",20,"NO"
"HUN","male","athletics",25,"NO"
"POR","male","tennis",26,"NO"
"ARG","male","rugby sevens",30,"NO"
"NEP","female","aquatics",14,"NO"
"BEL","male","hockey",25,"SI"
"FRA","male","fencing",32,"SI"
"FRA","male","canoe",29,"SI"
"ZIM","male","archery",37,"NO"
"MAS","male","golf",23,"NO"
"BOT","male","judo",20,"NO"
"CAN","male","volleyball",30,"NO"
"ARM","female","athletics",16,"NO"
"NZL","female","rugby sevens",20,"SI"
"CIV","female","fencing",24,"NO"
"BRA","female","athletics",36,"NO"
"BRA","female","athletics",25,"NO"
"RUS","female","aquatics",22,"SI"
"ETH","female","athletics",30,"NO"
"GRE","female","sailing",40,"NO"
"GHA","female","athletics",23,"NO"
"AUS","female","aquatics",29,"NO"
"AUS","female","rugby sevens",30,"SI"
"NZL","female","hockey",26,"NO"
"NZL","female","sailing",22,"NO"
"ESP","female","aquatics",39,"NO"
"GBR","female","equestrian",31,"NO"
"CHN","male","basketball",28,"NO"
"NZL","female","rowing",26,"SI"
"AUS","female","rowing",21,"NO"
"AUS","female","athletics",27,"NO"
"CAN","female","athletics",25,"NO"
"CAN","female","canoe",32,"NO"
"USA","female","rowing",31,"SI"
"GEO","male","wrestling",22,"SI"
